Longitude,Latitude,Grid(Long-Lad size 0.00005),Grid2(Long-Lad size 0.0005),Grid3(Long-Lad size 0.0001),Grid4(Long-Lad size 0.001),Roadsegment
-8.628336,41.156523,115_19,12_2,58_10,6_1,80864
-8.627688,41.155992,128_8,13_1,64_4,7_1,80864
-8.62812,41.157477,119_38,12_4,60_19,6_2,276274
-8.62794,41.157945,123_47,13_5,62_24,7_3,276266
-8.628669,41.159124,109_71,11_8,55_36,6_4,148168
-8.628246,41.156667,117_22,12_3,59_11,6_2,80864
-8.628354,41.157315,115_35,12_4,58_18,6_2,274012
-8.628021,41.157882,121_46,13_5,61_23,7_3,250670
-8.629488,41.158746,92_63,10_7,46_32,5_4,225290
-8.630919,41.158224,64_53,7_6,32_27,4_3,288427
-8.633223,41.158782,17_64,2_7,9_32,1_4,52556
-8.627355,41.155632,135_1,14_1,68_1,7_1,289717
-8.627616,41.156001,130_8,13_1,65_4,7_1,80864
-8.627751,41.156217,127_13,13_2,64_7,7_1,80864
-8.62785,41.156199,125_12,13_2,63_6,7_1,80864
-8.627949,41.15619,123_12,13_2,62_6,7_1,80864
-8.628138,41.156469,119_18,12_2,60_9,6_1,80864
-8.628183,41.156577,118_20,12_2,59_10,6_1,80864
-8.628354,41.156892,115_26,12_3,58_13,6_2,80864
-8.628417,41.156982,114_28,12_3,57_14,6_2,80865
-8.628282,41.157288,116_34,12_4,58_17,6_2,276273
-8.628084,41.157441,120_37,12_4,60_19,6_2,276274
-8.627949,41.157585,123_40,13_4,62_20,7_2,276278
-8.628021,41.158206,121_53,13_6,61_27,7_3,276268
-8.629299,41.158809,96_65,10_7,48_33,5_4,250687
-8.630208,41.158485,78_58,8_6,39_29,4_3,250694
-8.630136,41.157729,79_43,8_5,40_22,4_3,225318
-8.629623,41.157108,89_31,9_4,45_16,5_2,250707
-8.629479,41.156145,92_11,10_2,46_6,5_1,2934
-8.629758,41.155749,87_3,9_1,44_2,5_1,2938
-8.627715,41.157756,128_44,13_5,64_22,7_3,2952
-8.627976,41.157981,122_48,13_5,61_24,7_3,276267
-8.627985,41.158341,122_55,13_6,61_28,7_3,276270
-8.627157,41.158755,139_63,14_7,70_32,7_4,2652
-8.625213,41.159673,178_82,18_9,89_41,9_5,2652
-8.624871,41.159826,184_85,19_9,92_43,10_5,2652
-8.623674,41.160159,208_92,21_10,104_46,11_5,208041
-8.623737,41.155614,207_1,21_1,104_1,11_1,10797
-8.623431,41.155767,213_4,22_1,107_2,11_1,10799
-8.628228,41.15745,117_37,12_4,59_19,6_2,274013
-8.628147,41.1579,119_46,12_5,60_23,6_3,250669
-8.629758,41.158692,87_62,9_7,44_31,5_4,250690
-8.630055,41.157297,81_34,9_4,41_17,5_2,276254
-8.629506,41.156568,92_20,10_2,46_10,5_1,208935
-8.629902,41.155641,84_1,9_1,42_1,5_1,2940
-8.629956,41.158881,83_66,9_7,42_33,5_4,156185
-8.630235,41.15826,77_54,8_6,39_27,4_3,276264
-8.630361,41.157981,75_48,8_5,38_24,4_3,276248
-8.629758,41.157081,87_30,9_3,44_15,5_2,276256
-8.6292,41.156919,98_27,10_3,49_14,5_2,276259
-8.62866,41.156991,109_28,11_3,55_14,6_2,276263
-8.628282,41.15664,116_21,12_3,58_11,6_2,80864
-8.628453,41.156766,113_24,12_3,57_12,6_2,80864
-8.628552,41.156802,111_24,12_3,56_12,6_2,80864
-8.628561,41.157117,111_31,12_4,56_16,6_2,274011
-8.62803,41.157576,121_40,13_4,61_20,7_2,274014
-8.628219,41.158368,118_56,12_6,59_28,6_3,274022
-8.628723,41.159358,107_76,11_8,54_38,6_4,148168
-8.624664,41.15952,189_79,19_8,95_40,10_4,208976
-8.623557,41.158629,211_61,22_7,106_31,11_4,208984
-8.628831,41.15934,105_75,11_8,53_38,6_4,136780
-8.62911,41.158899,100_66,10_7,50_33,5_4,136783
-8.629443,41.158827,93_65,10_7,47_33,5_4,276242
-8.630145,41.158314,79_55,8_6,40_28,4_3,250695
-8.629803,41.157171,86_32,9_4,43_16,5_2,250706
-8.628507,41.157225,112_33,12_4,56_17,6_2,274012
-8.627913,41.157594,124_40,13_4,62_20,7_2,2962
-8.626644,41.157468,149_38,15_4,75_19,8_2,2968
-8.624925,41.157117,183_31,19_4,92_16,10_2,10812
-8.625195,41.156253,178_13,18_2,89_7,9_1,10813
-8.628399,41.156856,114_26,12_3,57_13,6_2,80864
-8.62803,41.157873,121_46,13_5,61_23,7_3,250670
-8.628471,41.158224,112_53,12_6,56_27,6_3,278829
-8.628318,41.160123,116_91,12_10,58_46,6_5,148169
-8.630613,41.159655,70_81,7_9,35_41,4_5,142764
-8.630028,41.158863,81_66,9_7,41_33,5_4,156185
-8.63019,41.158395,78_56,8_6,39_28,4_3,276247
-8.630019,41.157216,82_33,9_4,41_17,5_2,276254
-8.628849,41.157009,105_29,11_3,53_15,6_2,276261
-8.628624,41.157009,109_29,11_3,55_15,6_2,276263
-8.628255,41.156613,117_21,12_3,59_11,6_2,80864
-8.623899,41.160195,204_92,21_10,102_46,11_5,208041
-8.624547,41.159979,191_88,20_9,96_44,10_5,208041
-8.627769,41.156019,127_9,13_1,64_5,7_1,80864
-8.628471,41.156874,112_26,12_3,56_13,6_2,80864
-8.628552,41.15682,111_25,12_3,56_13,6_2,80864
-8.62839,41.157234,114_33,12_4,57_17,6_2,276272
-8.627445,41.157594,133_40,14_4,67_20,7_2,2966
-8.62542,41.157288,173_34,18_4,87_17,9_2,2971
-8.625105,41.157225,180_33,18_4,90_17,9_2,2971
-8.625033,41.157153,181_31,19_4,91_16,10_2,2971
-8.624943,41.157207,183_33,19_4,92_17,10_2,128158
-8.624601,41.158152,190_51,19_6,95_26,10_3,3587
-8.624259,41.158935,197_67,20_7,99_34,10_4,3587
-8.623512,41.158197,212_52,22_6,106_26,11_3,53210
-8.633007,41.158548,22_59,3_6,11_30,2_3,164198
-8.631036,41.158251,61_53,7_6,31_27,4_3,288426
-8.630775,41.158188,66_52,7_6,33_26,4_3,288426
-8.630802,41.158116,66_51,7_6,33_26,4_3,288426
-8.630397,41.157711,74_43,8_5,37_22,4_3,276250
-8.629542,41.156748,91_23,10_3,46_12,5_2,208935
-8.624709,41.160096,188_90,19_9,94_45,10_5,229911
-8.624718,41.159835,188_85,19_9,94_43,10_5,208974
-8.623602,41.158683,210_62,21_7,105_31,11_4,208984
-8.624313,41.15907,196_70,20_7,98_35,10_4,208982
-8.624619,41.159448,190_77,19_8,95_39,10_4,208977
-8.624664,41.159574,189_80,19_8,95_40,10_4,208975
-8.624673,41.159682,188_82,19_9,94_41,10_5,208975
-8.633799,41.158764,6_64,1_7,3_32,1_4,288419
-8.632197,41.15844,38_57,4_6,19_29,2_3,288425
-8.630775,41.158197,66_52,7_6,33_26,4_3,288426
-8.630361,41.157882,75_46,8_5,38_23,4_3,276249
-8.629848,41.157135,85_31,9_4,43_16,5_2,276255
-8.628759,41.15736,107_36,11_4,54_18,6_2,274041
-8.633637,41.158863,9_66,1_7,5_33,1_4,288419
-8.632899,41.159934,24_87,3_9,12_44,2_5,52557
-8.630937,41.160078,63_90,7_9,32_45,4_5,142763
-8.630442,41.159403,73_76,8_8,37_38,4_4,156182
-8.630217,41.158917,78_67,8_7,39_34,4_4,156185
-8.630244,41.158404,77_56,8_6,39_28,4_3,276247
-8.630145,41.157432,79_37,8_4,40_19,4_2,276253
-8.629461,41.157045,93_29,10_3,47_15,5_2,274004
-8.627931,41.158053,123_49,13_5,62_25,7_3,274018
-8.625681,41.159358,168_76,17_8,84_38,9_4,2652
-8.624745,41.159844,187_85,19_9,94_43,10_5,2652
-8.628246,41.157315,117_35,12_4,59_18,6_2,276273
-8.627976,41.157594,122_40,13_4,61_20,7_2,2960
-8.626563,41.157405,151_36,16_4,76_18,8_2,2968
-8.625483,41.157216,172_33,18_4,86_17,9_2,2971
-8.62515,41.157306,179_35,18_4,90_18,9_2,2971
-8.625096,41.156649,180_21,18_3,90_11,9_2,10812
-8.623377,41.155749,214_3,22_1,107_2,11_1,10799
-8.630352,41.157585,75_40,8_4,38_20,4_2,276251
-8.629911,41.157135,84_31,9_4,42_16,5_2,276255
-8.629776,41.157054,86_29,9_3,43_15,5_2,276256
-8.629137,41.157,99_28,10_3,50_14,5_2,276260
-8.628966,41.156991,103_28,11_3,52_14,6_2,276261
-8.628363,41.156694,115_22,12_3,58_11,6_2,80864
-8.627652,41.155776,129_4,13_1,65_2,7_1,127920
-8.628786,41.157018,106_29,11_3,53_15,6_2,263741
-8.62848,41.15772,112_43,12_5,56_22,6_3,225390
-8.628732,41.158458,107_58,11_6,54_29,6_3,278845
-8.632944,41.15997,23_88,3_9,12_44,2_5,52557
-8.631027,41.160195,61_92,7_10,31_46,4_5,142763
-8.630775,41.159925,66_87,7_9,33_44,4_5,142763
-8.630478,41.15952,72_79,8_8,36_40,4_4,156182
-8.630433,41.159439,73_77,8_8,37_39,4_4,156182
-8.630352,41.159358,75_76,8_8,38_38,4_4,156182
-8.630208,41.159151,78_71,8_8,39_36,4_4,156183
-8.629884,41.1588,84_64,9_7,42_32,5_4,156186
-8.630037,41.158521,81_59,9_6,41_30,5_3,276246
-8.630163,41.158476,79_58,8_6,40_29,4_3,276246
-8.630307,41.157972,76_48,8_5,38_24,4_3,276248
-8.630307,41.157603,76_40,8_4,38_20,4_2,276251
-8.62983,41.157045,85_29,9_3,43_15,5_2,276256
-8.62956,41.156307,91_15,10_2,46_8,5_1,2934
-8.627949,41.156415,123_17,13_2,62_9,7_1,80864
-8.628363,41.157261,115_34,12_4,58_17,6_2,274012
-8.628021,41.157729,121_43,13_5,61_22,7_3,274015
-8.628498,41.158755,112_63,12_7,56_32,6_4,134547
-8.628678,41.159871,108_86,11_9,54_43,6_5,148168
-8.632971,41.158458,22_58,3_6,11_29,2_3,164198
-8.630406,41.157981,74_48,8_5,37_24,4_3,276248
-8.629731,41.157045,87_29,9_3,44_15,5_2,276256
-8.628768,41.157009,107_29,11_3,54_15,6_2,276261
-8.628102,41.158161,120_52,12_6,60_26,6_3,274019
-8.626392,41.159052,154_69,16_7,77_35,8_4,2652
-8.624889,41.159745,184_83,19_9,92_42,10_5,2652
-8.624727,41.159808,187_85,19_9,94_43,10_5,2652
-8.627607,41.157612,130_41,13_5,65_21,7_3,2966
-8.627994,41.157693,122_42,13_5,61_21,7_3,276278
-8.628021,41.15799,121_48,13_5,61_24,7_3,274018
-8.62803,41.158071,121_50,13_5,61_25,7_3,274019
-8.629074,41.1588,100_64,10_7,50_32,5_4,250686
-8.629398,41.158818,94_65,10_7,47_33,5_4,250688
-8.629866,41.158683,85_62,9_7,43_31,5_4,276245
-8.630559,41.158224,71_53,8_6,36_27,4_3,231194
-8.630676,41.158314,68_55,7_6,34_28,4_3,231194
-8.632548,41.158449,31_57,4_6,16_29,2_3,288431
-8.633259,41.158638,17_61,2_7,9_31,1_4,128153
-8.627904,41.156064,124_10,13_1,62_5,7_1,80864
-8.628471,41.156838,112_25,12_3,56_13,6_2,80864
-8.628093,41.157234,120_33,12_4,60_17,6_2,276273
-8.627976,41.157684,122_42,13_5,61_21,7_3,276278
-8.627922,41.158161,123_52,13_6,62_26,7_3,276268
-8.62866,41.158746,109_63,11_7,55_32,6_4,134548
-8.628768,41.159178,107_72,11_8,54_36,6_4,148168
-8.624691,41.160105,188_90,19_9,94_45,10_5,229911
-8.624718,41.160015,188_89,19_9,94_45,10_5,276584
-8.624664,41.159601,189_80,19_8,95_40,10_4,208975
-8.623512,41.158575,212_60,22_6,106_30,11_3,208984
-8.632764,41.157999,27_48,3_5,14_24,2_3,259925
-8.632071,41.157342,40_35,4_4,20_18,2_2,259927
-8.631252,41.156802,57_24,6_3,29_12,3_2,10200
-8.63037,41.157279,74_34,8_4,37_17,4_2,10197
-8.63019,41.157342,78_35,8_4,39_18,4_2,10193
-8.629497,41.156946,92_27,10_3,46_14,5_2,276257
-8.627292,41.157621,136_41,14_5,68_21,7_3,2966
-8.625447,41.157153,173_31,18_4,87_16,9_2,2971
-8.625177,41.157252,178_33,18_4,89_17,9_2,2971
-8.625267,41.157378,177_36,18_4,89_18,9_2,2951
-8.625249,41.157675,177_42,18_5,89_21,9_3,2951
-8.625051,41.158134,181_51,19_6,91_26,10_3,3587
-8.625042,41.158305,181_54,19_6,91_27,10_3,3587
-8.627652,41.155722,129_3,13_1,65_2,7_1,127919
-8.6283,41.156667,116_22,12_3,58_11,6_2,80864
-8.628561,41.157171,111_32,12_4,56_16,6_2,274011
-8.628066,41.157684,121_42,13_5,61_21,7_3,274015
-8.628021,41.15817,121_52,13_6,61_26,7_3,274019
-8.62884,41.15889,105_66,11_7,53_33,6_4,148165
-8.630325,41.15925,75_73,8_8,38_37,4_4,156182
-8.629911,41.158773,84_64,9_7,42_32,5_4,156186
-8.630055,41.15853,81_59,9_6,41_30,5_3,276246
-8.630343,41.157927,75_47,8_5,38_24,4_3,276249
-8.629956,41.157252,83_33,9_4,42_17,5_2,250704
-8.628912,41.157072,104_30,11_3,52_15,6_2,274008
-8.627814,41.15601,126_9,13_1,63_5,7_1,80864
-8.630235,41.15745,77_37,8_4,39_19,4_2,276252
-8.630199,41.157378,78_36,8_4,39_18,4_2,276253
-8.629146,41.156964,99_28,10_3,50_14,5_2,276260
-8.628759,41.156991,107_28,11_3,54_14,6_2,276261
-8.628552,41.156937,111_27,12_3,56_14,6_2,80865
-8.627724,41.156028,127_9,13_1,64_5,7_1,80864
-8.624538,41.157198,191_32,20_4,96_16,10_2,2949
-8.626725,41.157576,147_40,15_4,74_20,8_2,2952
-8.627985,41.157882,122_46,13_5,61_23,7_3,276266
-8.628597,41.1588,110_64,11_7,55_32,6_4,134548
-8.629488,41.158836,92_65,10_7,46_33,5_4,276242
-8.629677,41.158782,88_64,9_7,44_32,5_4,276243
-8.630253,41.158152,77_51,8_6,39_26,4_3,276264
-8.63028,41.157558,76_40,8_4,38_20,4_2,276251
-8.630082,41.157306,80_35,8_4,40_18,4_2,276254
-8.629479,41.156838,92_25,10_3,46_13,5_2,208934
-8.629866,41.155767,85_4,9_1,43_2,5_1,2939
-8.623755,41.15709,207_30,21_3,104_15,11_2,80862
-8.625879,41.157396,164_36,17_4,82_18,9_2,2951
-8.627571,41.157639,130_41,13_5,65_21,7_3,2952
-8.627778,41.157702,126_42,13_5,63_21,7_3,2953
-8.627868,41.157738,125_43,13_5,63_22,7_3,2955
-8.628093,41.158026,120_49,12_5,60_25,6_3,274018
-8.62803,41.158143,121_51,13_6,61_26,7_3,274019
-8.628354,41.15853,115_59,12_6,58_30,6_3,274032
-8.629452,41.158719,93_63,10_7,47_32,5_4,225290
-8.629542,41.158755,91_63,10_7,46_32,5_4,250682
-8.630208,41.15826,78_54,8_6,39_27,4_3,276264
-8.630199,41.157477,78_38,8_4,39_19,4_2,276252
-8.629569,41.156919,91_27,9_3,46_14,5_2,276257
-8.629731,41.155956,87_8,9_1,44_4,5_1,2936
-8.624529,41.157198,191_32,20_4,96_16,10_2,2949
-8.626698,41.157612,148_41,15_5,74_21,8_3,2952
-8.627481,41.157738,132_43,14_5,66_22,7_3,2952
-8.627634,41.157702,129_42,13_5,65_21,7_3,2952
-8.627949,41.158179,123_52,13_6,62_26,7_3,276268
-8.62947,41.158611,92_61,10_7,46_31,5_4,225292
-8.630676,41.158098,68_50,7_5,34_25,4_3,288433
-8.633385,41.158611,14_61,2_7,7_31,1_4,164196
-8.623764,41.160195,207_92,21_10,104_46,11_5,208041
-8.623809,41.160123,206_91,21_10,103_46,11_5,208041
-8.623836,41.160042,205_89,21_9,103_45,11_5,208041
-8.624961,41.159772,183_84,19_9,92_42,10_5,2652
-8.627013,41.158863,142_66,15_7,71_33,8_4,2652
-8.627733,41.158548,127_59,13_6,64_30,7_3,2653
-8.628543,41.158809,111_65,12_7,56_33,6_4,134547
-8.630316,41.158314,76_55,8_6,38_28,4_3,231188
-8.632161,41.158476,39_58,4_6,20_29,2_3,288430
-8.623593,41.157027,210_29,21_3,105_15,11_2,80862
-8.626041,41.157441,161_37,17_4,81_19,9_2,2951
-8.627679,41.157756,128_44,13_5,64_22,7_3,2952
-8.627904,41.158215,124_53,13_6,62_27,7_3,276268
-8.628525,41.158818,111_65,12_7,56_33,6_4,134547
-8.628624,41.159835,109_85,11_9,55_43,6_5,148168
-8.623557,41.155659,211_2,22_1,106_1,11_1,10798
-8.628687,41.159925,108_87,11_9,54_44,6_5,136780
-8.628876,41.15934,104_75,11_8,52_38,6_4,136780
-8.628993,41.158971,102_68,11_7,51_34,6_4,136782
-8.629506,41.158827,92_65,10_7,46_33,5_4,276243
-8.629803,41.158764,86_64,9_7,43_32,5_4,276244
-8.630235,41.158314,77_55,8_6,39_28,4_3,276247
-8.63181,41.158404,46_56,5_6,23_28,3_3,288428
-8.633898,41.158782,4_64,1_7,2_32,1_4,288419
-8.630856,41.160069,65_90,7_9,33_45,4_5,142763
-8.629956,41.158854,83_65,9_7,42_33,5_4,156185
-8.630217,41.158179,78_52,8_6,39_26,4_3,250696
-8.629695,41.157153,88_31,9_4,44_16,5_2,250706
-8.629083,41.157036,100_29,10_3,50_15,5_2,274007
-8.627994,41.157558,122_40,13_4,61_20,7_2,276275
-8.625807,41.157486,166_38,17_4,83_19,9_2,2971
-8.625177,41.157252,178_33,18_4,89_17,9_2,2971
-8.625123,41.156649,179_21,18_3,90_11,9_2,10812
-8.6328,41.157873,26_46,3_5,13_23,2_3,48894
-8.632368,41.157612,35_41,4_5,18_21,2_3,259926
-8.631972,41.157171,42_32,5_4,21_16,3_2,259927
-8.631594,41.156757,50_24,5_3,25_12,3_2,197348
-8.631243,41.156388,57_16,6_2,29_8,3_1,197350
-8.630649,41.155668,69_2,7_1,35_1,4_1,179145
-8.62848,41.15565,112_1,12_1,56_1,6_1,83171
-8.628732,41.156361,107_16,11_2,54_8,6_1,254818
-8.629596,41.156271,90_14,9_2,45_7,5_1,2934
-8.630361,41.15943,75_77,8_8,38_39,4_4,156182
-8.630046,41.158863,81_66,9_7,41_33,5_4,156185
-8.630235,41.158161,77_52,8_6,39_26,4_3,276264
-8.630316,41.157729,76_43,8_5,38_22,4_3,276250
-8.629479,41.156784,92_24,10_3,46_12,5_2,208935
-8.630055,41.1588,81_64,9_7,41_32,5_4,156186
-8.630334,41.158332,75_55,8_6,38_28,4_3,276247
-8.630199,41.15745,78_37,8_4,39_19,4_2,276252
-8.629632,41.15718,89_32,9_4,45_16,5_2,250707
-8.629317,41.157108,96_31,10_4,48_16,5_2,274005
-8.629209,41.15709,98_30,10_3,49_15,5_2,250661
-8.628903,41.157162,104_32,11_4,52_16,6_2,225402
-8.628777,41.157126,106_31,11_4,53_16,6_2,225402
-8.628705,41.157054,108_29,11_3,54_15,6_2,274010
-8.628237,41.157396,117_36,12_4,59_18,6_2,274013
-8.626725,41.157612,147_41,15_5,74_21,8_3,2952
-8.625978,41.157612,162_41,17_5,81_21,9_3,2951
-8.625969,41.157486,163_38,17_4,82_19,9_2,2951
-8.633916,41.158701,4_62,1_7,2_31,1_4,164195
-8.633088,41.158953,20_67,2_7,10_34,1_4,52556
-8.628399,41.157936,114_47,12_5,57_24,6_3,225350
-8.626716,41.157576,148_40,15_4,74_20,8_2,2967
-8.625519,41.157279,172_34,18_4,86_17,9_2,2971
-8.62488,41.156946,184_27,19_3,92_14,10_2,10812
-8.627616,41.157702,130_42,13_5,65_21,7_3,2952
-8.627715,41.15772,128_43,13_5,64_22,7_3,2952
-8.627994,41.158062,122_50,13_5,61_25,7_3,276267
-8.62794,41.158206,123_53,13_6,62_27,7_3,276268
-8.62839,41.158719,114_63,12_7,57_32,6_4,134547
-8.629227,41.158845,97_65,10_7,49_33,5_4,276241
-8.62956,41.158755,91_63,10_7,46_32,5_4,276243
-8.630118,41.158422,80_57,8_6,40_29,4_3,276246
-8.630244,41.157486,77_38,8_4,39_19,4_2,276252
-8.629461,41.156757,93_24,10_3,47_12,5_2,208935
-8.6256,41.157216,170_33,17_4,85_17,9_2,2951
-8.627328,41.157621,135_41,14_5,68_21,7_3,2952
-8.627463,41.157819,133_45,14_5,67_23,7_3,2952
-8.627805,41.157756,126_44,13_5,63_22,7_3,2954
-8.62785,41.158107,125_51,13_6,63_26,7_3,276268
-8.628966,41.158557,103_60,11_6,52_30,6_3,225399
-8.629245,41.158764,97_64,10_7,49_32,5_4,225308
-8.629956,41.158422,83_57,9_6,42_29,5_3,250616
-8.630199,41.157594,78_40,8_4,39_20,4_2,250700
-8.63046,41.157072,73_30,8_3,37_15,4_2,10197
-8.631117,41.156748,60_23,6_3,30_12,3_2,10198
-8.631783,41.157054,46_29,5_3,23_15,3_2,259927
-8.632377,41.157639,34_41,4_5,17_21,2_3,259926
-8.632836,41.158161,25_52,3_6,13_26,2_3,197345
-8.633232,41.15844,17_57,2_6,9_29,1_3,197344
-8.628435,41.156883,113_26,12_3,57_13,6_2,80864
-8.628084,41.157729,120_43,12_5,60_22,6_3,274015
-8.628057,41.157999,121_48,13_5,61_24,7_3,274018
-8.62893,41.159124,103_71,11_8,52_36,6_4,148168
-8.62821,41.157477,118_38,12_4,59_19,6_2,274013
-8.628102,41.157576,120_40,12_4,60_20,6_2,274014
-8.627886,41.157999,124_48,13_5,62_24,7_3,276267
-8.627274,41.158719,136_63,14_7,68_32,7_4,2653
-8.625483,41.15952,172_79,18_8,86_40,9_4,2652
-8.627895,41.156217,124_13,13_2,62_7,7_1,80864
-8.628012,41.157432,122_37,13_4,61_19,7_2,276274
-8.628795,41.158701,106_62,11_7,53_31,6_4,274028
-8.630064,41.158845,81_65,9_7,41_33,5_4,156185
-8.630298,41.158026,76_49,8_5,38_25,4_3,276265
-8.629461,41.157018,93_29,10_3,47_15,5_2,276257
-8.62884,41.156973,105_28,11_3,53_14,6_2,276261
-8.628705,41.157,108_28,11_3,54_14,6_2,276263
-8.627697,41.157639,128_41,13_5,64_21,7_3,2966
-8.625564,41.157288,171_34,18_4,86_17,9_2,2971
-8.625006,41.157189,182_32,19_4,91_16,10_2,2971
-8.624871,41.157027,184_29,19_3,92_15,10_2,10812
-8.624916,41.155803,184_4,19_1,92_2,10_1,18395
-8.632791,41.15853,26_59,3_6,13_30,2_3,288432
-8.63154,41.158323,51_55,6_6,26_28,3_3,288427
-8.631198,41.158323,58_55,6_6,29_28,3_3,288427
-8.631081,41.158395,60_56,6_6,30_28,3_3,288427
-8.630325,41.158242,75_53,8_6,38_27,4_3,231189
-8.630154,41.157549,79_39,8_4,40_20,4_2,276251
-8.629497,41.156955,92_27,10_3,46_14,5_2,276257
-8.62974,41.156028,87_9,9_1,44_5,5_1,2936
-8.6247,41.159655,188_81,19_9,94_41,10_5,208975
-8.624619,41.159718,190_83,19_9,95_42,10_5,208974
-8.630613,41.159628,70_81,7_9,35_41,4_5,142764
-8.630343,41.159223,75_73,8_8,38_37,4_4,156182
-8.63001,41.15853,82_59,9_6,41_30,5_3,276246
-8.630307,41.157702,76_42,8_5,38_21,4_3,276250
-8.630244,41.157486,77_38,8_4,39_19,4_2,276252
-8.629668,41.157018,89_29,9_3,45_15,5_2,276256
-8.628723,41.156928,107_27,11_3,54_14,6_2,80865
-8.627904,41.156253,124_13,13_2,62_7,7_1,80864
-8.624511,41.160006,192_89,20_9,96_45,10_5,208041
-8.625789,41.15943,166_77,17_8,83_39,9_4,2652
-8.628003,41.158494,122_58,13_6,61_29,7_3,134544
-8.629587,41.158836,90_65,9_7,45_33,5_4,276243
-8.630127,41.158449,79_57,8_6,40_29,4_3,276246
-8.629857,41.157,85_28,9_3,43_14,5_2,276256
-8.629767,41.155677,87_2,9_1,44_1,5_1,2939
-8.62803,41.156325,121_15,13_2,61_8,7_1,80864
-8.628516,41.156955,112_27,12_3,56_14,6_2,80865
-8.628048,41.157396,121_36,13_4,61_18,7_2,276274
-8.628633,41.1588,109_64,11_7,55_32,6_4,134548
-8.628597,41.159997,110_88,11_9,55_44,6_5,148169
-8.624664,41.15943,189_77,19_8,95_39,10_4,208977
-8.62848,41.157486,112_38,12_4,56_19,6_2,225382
-8.62785,41.157693,125_42,13_5,63_21,7_3,2954
-8.625897,41.157711,164_43,17_5,82_22,9_3,2951
-8.625015,41.157198,182_32,19_4,91_16,10_2,128158
-8.625528,41.155974,171_8,18_1,86_4,9_1,10813
-8.624502,41.155632,192_1,20_1,96_1,10_1,10793
-8.628408,41.157288,114_34,12_4,57_17,6_2,276272
-8.627526,41.157513,131_39,14_4,66_20,7_2,2966
-8.626284,41.157441,156_37,16_4,78_19,8_2,2969
-8.626149,41.157432,159_37,16_4,80_19,8_2,2970
-8.626131,41.157504,159_38,16_4,80_19,8_2,2970
-8.625915,41.157504,164_38,17_4,82_19,9_2,2971
-8.625591,41.157369,170_36,17_4,85_18,9_2,2971
-8.625411,41.157306,174_35,18_4,87_18,9_2,2971
-8.625042,41.157243,181_33,19_4,91_17,10_2,2971
-8.62497,41.157144,182_31,19_4,91_16,10_2,10812
-8.624988,41.156937,182_27,19_3,91_14,10_2,10812
-8.62515,41.156469,179_18,18_2,90_9,9_1,10813
-8.625402,41.155731,174_3,18_1,87_2,9_1,10814
-8.630118,41.157387,80_36,8_4,40_18,4_2,189270
-8.629497,41.156964,92_28,10_3,46_14,5_2,276257
-8.628768,41.157018,107_29,11_3,54_15,6_2,276261
-8.628066,41.157387,121_36,13_4,61_18,7_2,276274
-8.626248,41.157396,157_36,16_4,79_18,8_2,2969
-8.625006,41.15718,182_32,19_4,91_16,10_2,2971
-8.624907,41.157135,184_31,19_4,92_16,10_2,10812
-8.625267,41.155857,177_6,18_1,89_3,9_1,10813
-8.627193,41.155641,138_1,14_1,69_1,7_1,273174
-8.62713,41.155902,139_6,14_1,70_3,7_1,289697
-8.626968,41.15619,143_12,15_2,72_6,8_1,53236
-8.627022,41.156055,141_9,15_1,71_5,8_1,53231
-8.62713,41.156001,139_8,14_1,70_4,7_1,289700
-8.627283,41.155767,136_4,14_1,68_2,7_1,289697
-8.627517,41.155614,132_1,14_1,66_1,7_1,127918
-8.628318,41.157486,116_38,12_4,58_19,6_2,225384
-8.628183,41.157702,118_42,12_5,59_21,6_3,250668
-8.628363,41.158602,115_60,12_6,58_30,6_3,134546
-8.629983,41.158656,82_62,9_7,41_31,5_4,276245
-8.631594,41.158404,50_56,5_6,25_28,3_3,288427
-8.624124,41.158989,199_68,20_7,100_34,10_4,208983
-8.624574,41.159493,190_78,19_8,95_39,10_4,208976
-8.624637,41.15961,189_81,19_9,95_41,10_5,208975
-8.628714,41.159979,108_88,11_9,54_44,6_5,244208
-8.628822,41.159538,105_79,11_8,53_40,6_4,136780
-8.628921,41.159169,103_72,11_8,52_36,6_4,136780
-8.62911,41.158872,100_66,10_7,50_33,5_4,276277
-8.630064,41.15835,81_55,9_6,41_28,5_3,250694
-8.629974,41.15718,82_32,9_4,41_16,5_2,276255
-8.628615,41.15691,110_27,11_3,55_14,6_2,80865
-8.627868,41.155974,125_8,13_1,63_4,7_1,80864
-8.633871,41.158701,4_62,1_7,2_31,1_4,164195
-8.63298,41.159439,22_77,3_8,11_39,2_4,52556
-8.623755,41.157117,207_31,21_4,104_16,11_2,53210
-8.623782,41.157036,206_29,21_3,103_15,11_2,80862
-8.624304,41.157162,196_32,20_4,98_16,10_2,2949
-8.625258,41.157279,177_34,18_4,89_17,9_2,2951
-8.628192,41.156514,118_19,12_2,59_10,6_1,80864
-8.628444,41.156775,113_24,12_3,57_12,6_2,80864
-8.628543,41.157045,111_29,12_3,56_15,6_2,276271
-8.628039,41.157558,121_40,13_4,61_20,7_2,276275
-8.627949,41.158008,123_49,13_5,62_25,7_3,276267
-8.627364,41.158584,135_60,14_6,68_30,7_3,2653
-8.625699,41.159421,168_77,17_8,84_39,9_4,2652
